191234;12/20/21 17:22;;15,45;R
193370;12/20/21 17:22;;7,36;R
194117;12/20/21 17:22;;8,08;R
195544;12/20/21 17:22;;8100;R
195757;12/20/21 17:22;;7,52;R
197761;12/20/21 17:22;;12,9;R
198589;12/20/21 17:22;;7,36;R
201179;12/20/21 17:22;;15,6;R
204789;12/20/21 17:22;;12,75;R
205056;12/20/21 17:22;;86;R
214362;12/20/21 17:22;;8,08;R
215367;12/20/21 17:22;;300;R
220819;12/20/21 17:22;;7,36;R
224029;12/20/21 17:22;;7,84;R
225711;12/20/21 17:22;;15,45;R
233956;12/20/21 17:22;;15,6;R
244184;12/20/21 17:22;;15,9;R
245669;12/20/21 17:22;;8,08;R
248939;12/20/21 17:22;;8,08;R
250029;12/20/21 17:22;;94;R
251215;12/20/21 17:22;;8,64;R
251835;12/20/21 17:22;;96;R
265471;12/20/21 17:22;;15,45;R
266262;12/20/21 17:22;;15,45;R
272115;12/20/21 17:22;;15,45;R
273470;12/20/21 17:22;;12,9;R
274527;12/20/21 17:22;;14,7;R
276429;12/20/21 17:22;;15,6;R
279593;12/20/21 17:22;;262,5;R
282884;12/20/21 17:22;;443,75;R
289280;12/20/21 17:22;;15,6;R
290613;12/20/21 17:22;;15,45;R
295705;12/20/21 17:22;;108;R
298635;12/20/21 17:22;;15,45;R
299120;12/20/21 17:22;;8,16;R
299906;12/20/21 17:22;;7,52;R
300048;12/20/21 17:22;;16,2;R
308357;12/20/21 17:22;;15,15;R
311171;12/20/21 17:22;;15,45;R
316641;12/20/21 17:22;;231,25;R
320241;12/20/21 17:22;;15,9;R
320382;12/20/21 17:22;;7,68;R
323839;12/20/21 17:22;;4,56;R
324068;12/20/21 17:22;;6;R
329382;12/20/21 17:22;;103;R
334234;12/20/21 17:22;;7,36;R
334739;12/20/21 17:22;;6,16;R
348241;12/20/21 17:22;;7,52;R
348259;12/20/21 17:22;;12,75;R
356851;12/20/21 17:22;;15,6;R
359671;12/20/21 17:22;;14,25;R
360585;12/20/21 17:22;;7,68;R
361788;12/20/21 17:22;;15,3;R
367260;12/20/21 17:22;;66;R
375816;12/20/21 17:22;;14,85;R
383485;12/20/21 17:22;;7,84;R
391540;12/20/21 17:22;;108;R
397692;12/20/21 17:22;;75;R
398233;12/20/21 17:22;;16,16;R
399325;12/20/21 17:22;;30,9;R
401883;12/20/21 17:22;;16,2;R
403701;12/20/21 17:22;;108;R
412921;12/20/21 17:22;;8,08;R
415234;12/20/21 17:22;;16,2;R
416917;12/20/21 17:22;;68;R
417114;12/20/21 17:22;;12,9;R
975854;12/20/21 17:22;;7,68;R
420288;12/20/21 17:22;;9,88;R
424960;12/20/21 17:22;;7,68;R
426919;12/20/21 17:22;;8,08;R
427106;12/20/21 17:22;;15,45;R
428035;12/20/21 17:22;;8,08;R
429291;12/20/21 17:22;;103;R
431334;12/20/21 17:22;;15,45;R
434604;12/20/21 17:22;;15,6;R
440246;12/20/21 17:22;;8,64;R
442029;12/20/21 17:22;;14,7;R
442379;12/20/21 17:22;;102;R
449630;12/20/21 17:22;;6,16;R
452973;12/20/21 17:22;;407,45;R
453057;12/20/21 17:22;;15,15;R
456662;12/20/21 17:22;;16,2;R
459010;12/20/21 17:22;;198;R
461726;12/20/21 17:22;;66;R
462773;12/20/21 17:22;;15,45;R
463729;12/20/21 17:22;;12,9;R
467989;12/20/21 17:22;;8,08;R
469734;12/20/21 17:22;;68;R
472236;12/20/21 17:22;;262,5;R
474500;12/20/21 17:22;;103;R
477709;12/20/21 17:22;;6,16;R
478317;12/20/21 17:22;;12,9;R
481961;12/20/21 17:22;;12,9;R
483009;12/20/21 17:22;;1100;R
483594;12/20/21 17:22;;15,6;R
484611;12/20/21 17:22;;105;R
485804;12/20/21 17:22;;202,5;R
491341;12/20/21 17:22;;16,2;R
492133;12/20/21 17:22;;15,9;R
496305;12/20/21 17:22;;7,52;R
506138;12/20/21 17:22;;15,45;R
510307;12/20/21 17:22;;8,16;R
517414;12/20/21 17:22;;23,01;R
518248;12/20/21 17:22;;12,9;R
519286;12/20/21 17:22;;7,84;R
523713;12/20/21 17:22;;103;R
527440;12/20/21 17:22;;103;R
528283;12/20/21 17:22;;6;R
528553;12/20/21 17:22;;187,5;R
534563;12/20/21 17:22;;15,45;R
541164;12/20/21 17:22;;12,75;R
543027;12/20/21 17:22;;7,68;R
549284;12/20/21 17:22;;103;R
551058;12/20/21 17:22;;12,9;R
556664;12/20/21 17:22;;16,2;R
557262;12/20/21 17:22;;15,6;R
568598;12/20/21 17:22;;45,5;R
570490;12/20/21 17:22;;12,9;R
573893;12/20/21 17:22;;37,36;R
576580;12/20/21 17:22;;32,1;R
577757;12/20/21 17:22;;15,9;R
581327;12/20/21 17:22;;7,84;R
581881;12/20/21 17:22;;7,68;R
583491;12/20/21 17:22;;18,75;R
584331;12/20/21 17:22;;150;R
584939;12/20/21 17:22;;7,68;R
585184;12/20/21 17:22;;15,9;R
591021;12/20/21 17:22;;16,2;R
596832;12/20/21 17:22;;7,36;R
600256;12/20/21 17:22;;15,15;R
601518;12/20/21 17:22;;300;R
604096;12/20/21 17:22;;66;R
611057;12/20/21 17:22;;518,75;R
613261;12/20/21 17:22;;443,75;R
613521;12/20/21 17:22;;15,45;R
620146;12/20/21 17:22;;102;R
624463;12/20/21 17:22;;15,45;R
OX;12/21/21 17:33;;0,75;R
909656;12/21/21 17:33;;0,38;R
195544;12/21/21 17:33;;62,5;R
906546;12/21/21 17:33;;0,75;R
251215;12/21/21 17:33;;0,08;R
585184;12/21/21 17:33;;0,15;R
295705;12/21/21 17:33;;0,75;R
403701;12/21/21 17:33;;0,75;R
843022;12/21/21 17:33;;0,75;R
977853;12/21/21 17:33;;0,75;R
300048;12/21/21 17:33;;0,15;R
106876;12/21/21 17:33;;0,3;R
491341;12/21/21 17:33;;0,15;R
189596;12/21/21 17:33;;0,15;R
591021;12/21/21 17:33;;0,15;R
576580;12/21/21 17:33;;0,3;R
850902;12/21/21 17:33;;0,15;R
556664;12/21/21 17:33;;0,15;R
119477;12/21/21 17:33;;0,15;R
917706;12/21/21 17:33;;1,5;R
391540;12/21/21 17:33;;0,75;R
456662;12/21/21 17:33;;0,15;R
805300;12/21/21 17:33;;0,15;R
836886;12/21/21 17:33;;0,15;R
415234;12/21/21 17:33;;0,15;R
163512;12/21/21 17:33;;0,15;R
756986;12/21/21 17:33;;0,15;R
276429;12/21/21 17:33;;0,15;R
233956;12/21/21 17:33;;0,15;R
645276;12/21/21 17:33;;0,3;R
663239;12/21/21 17:33;;0,3;R
289280;12/21/21 17:33;;0,15;R
492133;12/21/21 17:33;;0,15;R
434604;12/21/21 17:33;;0,15;R
201179;12/21/21 17:33;;0,15;R
440246;12/21/21 17:33;;0,08;R
600256;12/21/21 17:33;;0,15;R
244184;12/21/21 17:33;;0,15;R
987970;12/21/21 17:33;;0,08;R
484611;12/21/21 17:33;;0,75;R
742185;12/21/21 17:33;;0,08;R
626007;12/21/21 17:33;;0,15;R
299120;12/21/21 17:33;;0,08;R
805630;12/21/21 17:33;;0,15;R
935927;12/21/21 17:33;;0,08;R
912435;12/21/21 17:33;;0,15;R
938230;12/21/21 17:33;;0,08;R
742076;12/21/21 17:33;;0,08;R
754507;12/21/21 17:33;;0,08;R
510307;12/21/21 17:33;;0,08;R
577757;12/21/21 17:33;;0,15;R
320241;12/21/21 17:33;;0,15;R
739135;12/21/21 17:33;;0,75;R
523713;12/21/21 17:33;;0,75;R
329382;12/21/21 17:33;;0,75;R
119762;12/21/21 17:33;;0,75;R
549284;12/21/21 17:33;;0,75;R
793213;12/21/21 17:33;;0,15;R
272115;12/21/21 17:33;;0,15;R
883296;12/21/21 17:33;;0,15;R
474500;12/21/21 17:33;;0,75;R
781645;12/21/21 17:33;;0,75;R
527440;12/21/21 17:33;;0,75;R
225711;12/21/21 17:33;;0,15;R
399325;12/21/21 17:33;;0,3;R
191234;12/21/21 17:33;;0,15;R
624463;12/21/21 17:33;;0,15;R
449630;12/21/21 17:33;;0,08;R
734431;12/21/21 17:33;;0,15;R
266262;12/21/21 17:33;;0,15;R
427106;12/21/21 17:33;;0,15;R
720867;12/21/21 17:33;;0,15;R
483594;12/21/21 17:33;;0,15;R
557262;12/21/21 17:33;;0,15;R
442379;12/21/21 17:33;;0,75;R
620146;12/21/21 17:33;;0,75;R
361788;12/21/21 17:33;;0,15;R
356851;12/21/21 17:33;;0,15;R
453057;12/21/21 17:33;;0,15;R
142537;12/21/21 17:33;;0,08;R
398233;12/21/21 17:33;;0,16;R
426919;12/21/21 17:33;;0,08;R
779835;12/21/21 17:33;;0,15;R
907275;12/21/21 17:33;;0,75;R
780815;12/21/21 17:33;;0,15;R
462773;12/21/21 17:33;;0,15;R
311171;12/21/21 17:33;;0,15;R
871895;12/21/21 17:33;;0,15;R
629872;12/21/21 17:33;;0,15;R
273470;12/21/21 17:33;;0,15;R
876122;12/21/21 17:33;;0,15;R
888570;12/21/21 17:33;;0,15;R
478317;12/21/21 17:33;;0,15;R
136837;12/21/21 17:33;;0,15;R
773840;12/21/21 17:33;;0,15;R
990738;12/21/21 17:33;;0,15;R
149378;12/21/21 17:33;;0,15;R
930667;12/21/21 17:33;;0,15;R
570490;12/21/21 17:33;;0,15;R
551058;12/21/21 17:33;;0,15;R
463729;12/21/21 17:33;;0,15;R
197761;12/21/21 17:33;;0,15;R
659099;12/21/21 17:33;;0,15;R
838744;12/21/21 17:33;;0,15;R
481961;12/21/21 17:33;;0,15;R
205056;12/21/21 17:33;;0,75;R
611057;12/21/21 17:33;;5;R
163562;12/21/21 17:33;;0,15;R
485804;12/21/21 17:33;;1,88;R
122924;12/21/21 17:33;;0,75;R
678868;12/21/21 17:33;;0,08;R
886216;12/21/21 17:33;;0,08;R
477709;12/21/21 17:33;;0,08;R
177912;12/21/21 17:33;;0,08;R
762144;12/21/21 17:33;;0,08;R
676655;12/21/21 17:33;;0,08;R
334739;12/21/21 17:33;;0,08;R
865773;12/21/21 17:33;;0,08;R
950212;12/21/21 17:33;;0,08;R
324068;12/21/21 17:33;;0,08;R
528283;12/21/21 17:33;;0,08;R
165134;12/21/21 17:33;;0,08;R
915044;12/21/21 17:33;;0,08;R
803215;12/21/21 17:33;;0,08;R
877769;12/21/21 17:33;;0,08;R
732064;12/21/21 17:33;;0,08;R
662940;12/21/21 17:33;;5;R
282884;12/21/21 17:33;;5;R
613261;12/21/21 17:33;;5;R
762090;12/21/21 17:33;;0,08;R
469734;12/21/21 17:33;;0,75;R
673604;12/21/21 17:33;;0,08;R
416917;12/21/21 17:33;;0,75;R
928248;12/21/21 17:33;;0,75;R
967076;12/21/21 17:33;;5;R
459010;12/21/21 17:33;;1,5;R
604096;12/21/21 17:33;;0,75;R
682635;12/21/21 17:33;;0,75;R
461726;12/21/21 17:33;;0,75;R
917364;12/21/21 17:33;;0,75;R
184850;12/21/21 17:33;;0,75;R
367260;12/21/21 17:33;;0,75;R
101467;12/21/21 17:33;;0,75;R
827847;12/21/21 17:33;;5;R
872034;12/21/21 17:33;;5;R
626832;12/21/21 17:33;;5;R
131312;12/21/21 17:33;;0,15;R
762729;12/21/21 17:33;;0,15;R
182924;12/21/21 17:33;;0,08;R
691526;12/21/21 17:33;;10;R
215367;12/21/21 17:33;;5;R
866773;12/21/21 17:33;;5;R
601518;12/21/21 17:33;;5;R
733645;12/21/21 17:33;;5;R
472236;12/21/21 17:33;;5;R
279593;12/21/21 17:33;;5;R
179075;12/21/21 17:33;;5;R
777383;12/21/21 17:33;;1,88;R
316641;12/21/21 17:33;;5;R
528553;12/21/21 17:33;;5;R
751788;12/21/21 17:33;;0,15;R
420288;12/21/21 17:33;;0,38;R
613521;12/21/21 17:33;;0,15;R
265471;12/21/21 17:33;;0,15;R
972446;12/21/21 17:33;;0,15;R
290613;12/21/21 17:33;;0,15;R
906279;12/21/21 17:33;;0,15;R
506138;12/21/21 17:33;;0,15;R
187384;12/21/21 17:33;;0,15;R
725573;12/21/21 17:33;;0,15;R
534563;12/21/21 17:33;;0,15;R
918613;12/21/21 17:33;;0,15;R
185767;12/21/21 17:33;;0,15;R
431334;12/21/21 17:33;;0,15;R
661224;12/21/21 17:33;;0,75;R
705906;12/21/21 17:33;;0,15;R
214362;12/21/21 17:33;;0,08;R
467989;12/21/21 17:33;;0,08;R
868598;12/21/21 17:33;;0,08;R
186781;12/21/21 17:33;;0,08;R
412921;12/21/21 17:33;;0,08;R
871672;12/21/21 17:33;;0,08;R
978042;12/21/21 17:33;;0,08;R
428035;12/21/21 17:33;;0,08;R
716951;12/21/21 17:33;;0,08;R
724316;12/21/21 17:33;;0,08;R
194117;12/21/21 17:33;;0,08;R
245669;12/21/21 17:33;;0,08;R
248939;12/21/21 17:33;;0,16;R
109916;12/21/21 17:33;;0,75;R
826166;12/21/21 17:33;;0,16;R
308357;12/21/21 17:33;;0,15;R
841449;12/21/21 17:33;;0,75;R
320382;12/21/21 17:33;;0,08;R
581881;12/21/21 17:33;;0,08;R
183199;12/21/21 17:33;;0,08;R
360585;12/21/21 17:33;;0,08;R
168759;12/21/21 17:33;;0,08;R
697286;12/21/21 17:33;;0,08;R
975854;12/21/21 17:33;;0,08;R
584939;12/21/21 17:33;;0,08;R
896689;12/21/21 17:33;;0,08;R
543027;12/21/21 17:33;;0,08;R
424960;12/21/21 17:33;;0,08;R
906383;12/21/21 17:33;;0,08;R
193370;12/21/21 17:33;;0,08;R
797741;12/21/21 17:33;;0,08;R
220819;12/21/21 17:33;;0,08;R
198589;12/21/21 17:33;;0,08;R
375816;12/21/21 17:33;;0,15;R
727812;12/21/21 17:33;;0,75;R
596832;12/21/21 17:33;;0,08;R
334234;12/21/21 17:33;;0,08;R
911135;12/21/21 17:33;;0,08;R
121527;12/21/21 17:33;;0,08;R
442029;12/21/21 17:33;;0,15;R
274527;12/21/21 17:33;;0,15;R
224029;12/21/21 17:33;;0,08;R
519286;12/21/21 17:33;;0,08;R
581327;12/21/21 17:33;;0,08;R
383485;12/21/21 17:33;;0,08;R
359671;12/21/21 17:33;;0,15;R
136367;12/21/21 17:33;;0,08;R
251835;12/21/21 17:33;;0,75;R
250029;12/21/21 17:33;;0,75;R
703127;12/21/21 17:33;;0,08;R
990900;12/21/21 17:33;;0,08;R
496305;12/21/21 17:33;;0,08;R
987770;12/21/21 17:33;;0,08;R
195757;12/21/21 17:33;;0,08;R
299906;12/21/21 17:33;;0,08;R
348241;12/21/21 17:33;;0,08;R
834094;12/21/21 17:33;;0,08;R
671127;12/21/21 17:33;;0,08;R
986346;12/21/21 17:33;;0,08;R
483009;12/21/21 17:33;;10;R
995071;12/21/21 17:33;;0,15;R
518248;12/21/21 17:33;;0,15;R
818790;12/21/21 17:33;;0,15;R
704441;12/21/21 17:33;;0,15;R
893202;12/21/21 17:33;;0,15;R
818149;12/21/21 17:33;;0,15;R
541164;12/21/21 17:33;;0,15;R
204789;12/21/21 17:33;;0,15;R
348259;12/21/21 17:33;;0,15;R
921126;12/21/21 17:33;;0,15;R
417114;12/21/21 17:33;;0,15;R
758290;12/21/21 17:33;;0,75;R
855885;12/21/21 17:33;;5;R
667826;12/21/21 17:33;;5;R
993394;12/21/21 17:33;;5;R
670612;12/21/21 17:33;;5;R
133610;12/21/21 17:33;;10;R
397692;12/21/21 17:33;;5;R
323839;12/21/21 17:33;;0,38;R
584331;12/21/21 17:33;;10;R
688322;12/21/21 17:33;;1,88;R
583491;12/21/21 17:33;;5;R
171360;12/21/21 17:33;;5;R
OX;12/22/21 12:45;;0,75;R
909656;12/22/21 12:45;;0,38;R
195544;12/22/21 12:45;;62,5;R
906546;12/22/21 12:45;;0,75;R
251215;12/22/21 12:45;;0,08;R
585184;12/22/21 12:45;;0,15;R
295705;12/22/21 12:45;;0,75;R
403701;12/22/21 12:45;;0,75;R
843022;12/22/21 12:45;;0,75;R
977853;12/22/21 12:45;;0,75;R
300048;12/22/21 12:45;;0,15;R
106876;12/22/21 12:45;;0,3;R
491341;12/22/21 12:45;;0,15;R
189596;12/22/21 12:45;;0,15;R
591021;12/22/21 12:45;;0,15;R
576580;12/22/21 12:45;;0,3;R
850902;12/22/21 12:45;;0,15;R
556664;12/22/21 12:45;;0,15;R
119477;12/22/21 12:45;;0,15;R
917706;12/22/21 12:45;;1,5;R
391540;12/22/21 12:45;;0,75;R
456662;12/22/21 12:45;;0,15;R
805300;12/22/21 12:45;;0,15;R
836886;12/22/21 12:45;;0,15;R
415234;12/22/21 12:45;;0,15;R
163512;12/22/21 12:45;;0,15;R
756986;12/22/21 12:45;;0,15;R
276429;12/22/21 12:45;;0,15;R
233956;12/22/21 12:45;;0,15;R
645276;12/22/21 12:45;;0,3;R
663239;12/22/21 12:45;;0,3;R
289280;12/22/21 12:45;;0,15;R
492133;12/22/21 12:45;;0,15;R
434604;12/22/21 12:45;;0,15;R
201179;12/22/21 12:45;;0,15;R
440246;12/22/21 12:45;;0,08;R
600256;12/22/21 12:45;;0,15;R
244184;12/22/21 12:45;;0,15;R
987970;12/22/21 12:45;;0,08;R
484611;12/22/21 12:45;;0,75;R
742185;12/22/21 12:45;;0,08;R
626007;12/22/21 12:45;;0,15;R
299120;12/22/21 12:45;;0,08;R
805630;12/22/21 12:45;;0,15;R
935927;12/22/21 12:45;;0,08;R
912435;12/22/21 12:45;;0,15;R
938230;12/22/21 12:45;;0,08;R
742076;12/22/21 12:45;;0,08;R
754507;12/22/21 12:45;;0,08;R
510307;12/22/21 12:45;;0,08;R
577757;12/22/21 12:45;;0,15;R
320241;12/22/21 12:45;;0,15;R
739135;12/22/21 12:45;;0,75;R
523713;12/22/21 12:45;;0,75;R
329382;12/22/21 12:45;;0,75;R
119762;12/22/21 12:45;;0,75;R
549284;12/22/21 12:45;;0,75;R
793213;12/22/21 12:45;;0,15;R
272115;12/22/21 12:45;;0,15;R
883296;12/22/21 12:45;;0,15;R
474500;12/22/21 12:45;;0,75;R
781645;12/22/21 12:45;;0,75;R
527440;12/22/21 12:45;;0,75;R
225711;12/22/21 12:45;;0,15;R
399325;12/22/21 12:45;;0,3;R
191234;12/22/21 12:45;;0,15;R
624463;12/22/21 12:45;;0,15;R
449630;12/22/21 12:45;;0,08;R
734431;12/22/21 12:45;;0,15;R
266262;12/22/21 12:45;;0,15;R
427106;12/22/21 12:45;;0,15;R
720867;12/22/21 12:45;;0,15;R
483594;12/22/21 12:45;;0,15;R
557262;12/22/21 12:45;;0,15;R
442379;12/22/21 12:45;;0,75;R
620146;12/22/21 12:45;;0,75;R
361788;12/22/21 12:45;;0,15;R
356851;12/22/21 12:45;;0,15;R
453057;12/22/21 12:45;;0,15;R
142537;12/22/21 12:45;;0,08;R
398233;12/22/21 12:45;;0,16;R
426919;12/22/21 12:45;;0,08;R
779835;12/22/21 12:45;;0,15;R
907275;12/22/21 12:45;;0,75;R
780815;12/22/21 12:45;;0,15;R
462773;12/22/21 12:45;;0,15;R
311171;12/22/21 12:45;;0,15;R
871895;12/22/21 12:45;;0,15;R
629872;12/22/21 12:45;;0,15;R
613521;12/22/21 12:45;;0,15;R
265471;12/22/21 12:45;;0,15;R
972446;12/22/21 12:45;;0,15;R
290613;12/22/21 12:45;;0,15;R
906279;12/22/21 12:45;;0,15;R
506138;12/22/21 12:45;;0,15;R
187384;12/22/21 12:45;;0,15;R
688322;12/22/21 12:45;;1,88;R
583491;12/22/21 12:45;;5;R
171360;12/22/21 12:45;;5;R
773840;12/22/21 12:45;;0,15;R
990738;12/22/21 12:45;;0,15;R
149378;12/22/21 12:45;;0,15;R
930667;12/22/21 12:45;;0,15;R
570490;12/22/21 12:45;;0,15;R
551058;12/22/21 12:45;;0,15;R
463729;12/22/21 12:45;;0,15;R
197761;12/22/21 12:45;;0,15;R
659099;12/22/21 12:45;;0,15;R
838744;12/22/21 12:45;;0,15;R
481961;12/22/21 12:45;;0,15;R
205056;12/22/21 12:45;;0,75;R
611057;12/22/21 12:45;;5;R
163562;12/22/21 12:45;;0,15;R
485804;12/22/21 12:45;;1,88;R
122924;12/22/21 12:45;;0,75;R
678868;12/22/21 12:45;;0,08;R
886216;12/22/21 12:45;;0,08;R
477709;12/22/21 12:45;;0,08;R
177912;12/22/21 12:45;;0,08;R
762144;12/22/21 12:45;;0,08;R
676655;12/22/21 12:45;;0,08;R
334739;12/22/21 12:45;;0,08;R
865773;12/22/21 12:45;;0,08;R
950212;12/22/21 12:45;;0,08;R
324068;12/22/21 12:45;;0,08;R
528283;12/22/21 12:45;;0,08;R
165134;12/22/21 12:45;;0,08;R
915044;12/22/21 12:45;;0,08;R
803215;12/22/21 12:45;;0,08;R
877769;12/22/21 12:45;;0,08;R
732064;12/22/21 12:45;;0,08;R
662940;12/22/21 12:45;;5;R
282884;12/22/21 12:45;;5;R
613261;12/22/21 12:45;;5;R
762090;12/22/21 12:45;;0,08;R
469734;12/22/21 12:45;;0,75;R
673604;12/22/21 12:45;;0,08;R
416917;12/22/21 12:45;;0,75;R
928248;12/22/21 12:45;;0,75;R
967076;12/22/21 12:45;;5;R
459010;12/22/21 12:45;;1,5;R
604096;12/22/21 12:45;;0,75;R
682635;12/22/21 12:45;;0,75;R
461726;12/22/21 12:45;;0,75;R
917364;12/22/21 12:45;;0,75;R
184850;12/22/21 12:45;;0,75;R
367260;12/22/21 12:45;;0,75;R
101467;12/22/21 12:45;;0,75;R
827847;12/22/21 12:45;;5;R
872034;12/22/21 12:45;;5;R
626832;12/22/21 12:45;;5;R
131312;12/22/21 12:45;;0,15;R
762729;12/22/21 12:45;;0,15;R
182924;12/22/21 12:45;;0,08;R
691526;12/22/21 12:45;;10;R
215367;12/22/21 12:45;;5;R
866773;12/22/21 12:45;;5;R
601518;12/22/21 12:45;;5;R
733645;12/22/21 12:45;;5;R
472236;12/22/21 12:45;;5;R
279593;12/22/21 12:45;;5;R
179075;12/22/21 12:45;;5;R
777383;12/22/21 12:45;;1,88;R
316641;12/22/21 12:45;;5;R
528553;12/22/21 12:45;;5;R
751788;12/22/21 12:45;;0,15;R
420288;12/22/21 12:45;;0,38;R
758290;12/22/21 12:45;;0,75;R
855885;12/22/21 12:45;;5;R
667826;12/22/21 12:45;;5;R
993394;12/22/21 12:45;;5;R
670612;12/22/21 12:45;;5;R
133610;12/22/21 12:45;;10;R
397692;12/22/21 12:45;;5;R
323839;12/22/21 12:45;;0,38;R
584331;12/22/21 12:45;;10;R
725573;12/22/21 12:45;;0,15;R
534563;12/22/21 12:45;;0,15;R
918613;12/22/21 12:45;;0,15;R
185767;12/22/21 12:45;;0,15;R
431334;12/22/21 12:45;;0,15;R
661224;12/22/21 12:45;;0,75;R
705906;12/22/21 12:45;;0,15;R
214362;12/22/21 12:45;;0,08;R
